time,realization,lat,lon,snd_lwe
1981-01-01,0,48.799999999999955,16.59999999999999,0.0075187683
1981-02-01,0,48.799999999999955,16.59999999999999,0.0029392242
1981-03-01,0,48.799999999999955,16.59999999999999,0.00039863586
1981-04-01,0,48.799999999999955,16.59999999999999,5.531311e-05
1981-05-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1981-06-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1981-07-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1981-08-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1981-09-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1981-10-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1981-11-01,0,48.799999999999955,16.59999999999999,0.00040531158
1981-12-01,0,48.799999999999955,16.59999999999999,0.017344475
1982-01-01,0,48.799999999999955,16.59999999999999,0.012840271
1982-02-01,0,48.799999999999955,16.59999999999999,0.0013895035
1982-03-01,0,48.799999999999955,16.59999999999999,5.722046e-05
1982-04-01,0,48.799999999999955,16.59999999999999,9.536743e-07
1982-05-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1982-06-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1982-07-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1982-08-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1982-09-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1982-10-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1982-11-01,0,48.799999999999955,16.59999999999999,4.7683716e-06
1982-12-01,0,48.799999999999955,16.59999999999999,0.0009250641
1983-01-01,0,48.799999999999955,16.59999999999999,0.0002746582
1983-02-01,0,48.799999999999955,16.59999999999999,0.027543068
1983-03-01,0,48.799999999999955,16.59999999999999,0.0023536682
1983-04-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1983-05-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1983-06-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1983-07-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1983-08-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1983-09-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1983-10-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1983-11-01,0,48.799999999999955,16.59999999999999,0.00017929077
1983-12-01,0,48.799999999999955,16.59999999999999,0.0021343231
1984-01-01,0,48.799999999999955,16.59999999999999,0.0043849945
1984-02-01,0,48.799999999999955,16.59999999999999,0.004360199
1984-03-01,0,48.799999999999955,16.59999999999999,0.00018978119
1984-04-01,0,48.799999999999955,16.59999999999999,8.583069e-06
1984-05-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1984-06-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1984-07-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1984-08-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1984-09-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1984-10-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1984-11-01,0,48.799999999999955,16.59999999999999,0.00052547455
1984-12-01,0,48.799999999999955,16.59999999999999,0.0029706955
1985-01-01,0,48.799999999999955,16.59999999999999,0.023571014
1985-02-01,0,48.799999999999955,16.59999999999999,0.008775711
1985-03-01,0,48.799999999999955,16.59999999999999,0.0010643005
1985-04-01,0,48.799999999999955,16.59999999999999,9.536743e-07
1985-05-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1985-06-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1985-07-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1985-08-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1985-09-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1985-10-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1985-11-01,0,48.799999999999955,16.59999999999999,0.013459206
1985-12-01,0,48.799999999999955,16.59999999999999,0.0057229996
1986-01-01,0,48.799999999999955,16.59999999999999,0.0026273727
1986-02-01,0,48.799999999999955,16.59999999999999,0.01351738
1986-03-01,0,48.799999999999955,16.59999999999999,0.003455162
1986-04-01,0,48.799999999999955,16.59999999999999,0.00017929077
1986-05-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1986-06-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1986-07-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1986-08-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1986-09-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1986-10-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
1986-11-01,0,48.799999999999955,16.59999999999999,-7.345365e-25
